Month,keyword,count,tweets
1'22,school,939,"['  cornell school milk', '  several of my friends went to cornell   great freaking school ', 'i was a star in b school once i started taking adhd meds  but after 8 years of struggling at duke and cornell  wake forest classes felt like a joke ', 'lakewood high school  st  petersburg  fl  shaquill griffin  13 ernest givins  82 marquez valdez scantling  13 dante fowler  12 shaquem griffin  13 william floyd  90 tom carter  90 cornell green  94 isaiah wynn  14 pat terrell  86 louis murphy  05 aveion cason  97    spartans1  ', 'ss took cornell style notes  created  s  amp  answers from those notes  and exchanged them during a few rounds of give 1  get 1  lots of music  movement  and learning         avid  goforthertogether  middleschool  teacher  science    ']"
1'22,people,895,"['  congrats on cornell he s worked hard  amp  earned it  don t waste your energy on hating negative people ', '  son of italian immigrants here   two dirt poor  two  oh  i don t know  dust poor   parents born in the us  but didn t speak english until they went to 1st grade   me   harvard law   f these people   your son is going to cornell   not theirs ', '  i can t argue with the i hate people thing because a lot of times people are the main cause of my stress  but i  have customers  who if they said their child was going to cornell i d feign disbelief too  so it depends if he s a cool client or an asshole client', '  are you aware rogan s political support history is obama 2012   johnson 2016    bernie sanders 2020   and on his podcast he has interviewed great people such as sir roger penrose  cornell west  and richard dawkins ', '  people like your husband s client are a dime a dozen    people that power through to better themselves and who have a skill like carpentry and raise a kid that has been admitted to cornell are not common   we all know cheap when we see it   don t hate him   pity him   he s cheap ']"
1'22,good,889,"['    if my memory serves me  you graduated from cornell   thought you might find this worthy of a comment   good on olbermann   ', '  i almost went to fsu  but went to ithaca college  dropped out in 97  now i wish i had gone to fsu  ithaca was nice but i often felt out of place  i do have good memories from there  including seeing rusted root and live at nearby cornell  bob dylan came to ic but i missed it ', '  congratulations times two  son off to cornell  you got a good man and a skilled carpenter   lucky lady   ', ' nowplaying j d s time machine ft  cornell carter   off the grid  hibbler s house mix   less  talk  more  music  australia  urban  goodvibes', '  i know plenty of cornell graduates  and post graduates  who are carpenters  floor refinishers  plasterers  electricians  farmers  it isn t where you go  its what you do with that experience and education  enough of the  good school  stuff  it s all good ']"
1'22,first,879,"['registered into a course where the first thing the lecturer taught was this cornell method   pretty cool tapi tak pernah fully apply dia    ', '  thru 8 bouts   navy 9 cornell 25  cornell has clinched the win  senior shane sosinsky  174  falls to  13 chris foca 13 3 in what was sosinsky s first collegiate dual appearance  hunter johns  184  was handed a 12 4 setback by  15 jonathan loew', '     rip the roof off on this first set    can t wait to deep dive into disc 2 and 3  everyone talks about cornell  but omg  mind blown so far  i can t keep raving about this one so far  much    and   ', 'i m excited to see the advanced analytics from today s game   i m going to assume   reached an efg  of  gt 70   which would be a first this season   they likely topped their previous high in ortg  which was 131 0 vs cornell   hokies', '133  josh koderhandt with the first period fall    navy   6 cornell   5   gonavy']"
1'22,reservation,815,"[' 8 reservation             ', ' 8m reservation             ', ' 8l reservation             ', ' 8j reservation             ', ' 8g reservation             ']"
1'22,think,790,"['  cornell wow  thanks  i love steppenwolf but i don t think i ve ever heard anyone mention how they were live  the lineup for 7 was particularly great imo ', '  i wasn t there but i could see myself saying something similar and thinking  wow  wish my daughter was going to cornell ', '  i think all schools get that  congratz on the son going to cornell ', '    we need to do a twin book signing  both cornell faculty  both thinkers50 radar list  both new authors ', '  into cornell or penn but would get into michigan  ucla  georgia  etc  is not nearly as big as most would think ']"
1'22,great,769,"['  several of my friends went to cornell   great freaking school ', '  cornell wow  thanks  i love steppenwolf but i don t think i ve ever heard anyone mention how they were live  the lineup for 7 was particularly great imo ', '  agent morton and cornell doing a great job', '  are you aware rogan s political support history is obama 2012   johnson 2016    bernie sanders 2020   and on his podcast he has interviewed great people such as sir roger penrose  cornell west  and richard dawkins ', '  indeed  our local cornell ilr is essential  amp  cooperates with great organizations like       and   buffalo ']"
1'22,year,706,"['  cornell so amazing  if you don t mind me asking  which show at the fe stands out to you the most after all these years ', 'i was a star in b school once i started taking adhd meds  but after 8 years of struggling at duke and cornell  wake forest classes felt like a joke ', '    cornell   i d be ok with banning unnecessary travel  and other unnecessary waste  but the economy that we ve created over many thousands of years is the same economy that will rocket us into 100  re   we need to use the massive industrial  governmental  and social complexes we ve created ', '    freddie mercury   many years later kobe bryant of course  chris cornell   hard to pick 1', 'congratulations to   on winning client of the year at the national  cene2021 awards for their collaborative work on the cornell quarter student accommodation project         mep    ']"
1'22,live,689,"['  cornell wow  thanks  i love steppenwolf but i don t think i ve ever heard anyone mention how they were live  the lineup for 7 was particularly great imo ', '  i almost went to fsu  but went to ithaca college  dropped out in 97  now i wish i had gone to fsu  ithaca was nice but i often felt out of place  i do have good memories from there  including seeing rusted root and live at nearby cornell  bob dylan came to ic but i missed it ', '5 minutes from start of the cornell dual live on espn     gonavy    winthebattle', '    wow  they were so great live  i support them having a new singer  i just can t bring myself to go for some reason   it d be like seeing soundgarden without chris cornell ', '  i live 20 mins from cornell  if you ever find yourself or your son in need of help in the area please feel free to contact me  having children of my own it can be scary being in a town all alone ']"
1'22,back,686,"['the fish throwing tradition comes back to lynah rink before cornell men s hockey takes on harvard   ', 'i m the daughter of a taxi  bus driver  amp  a factory worker  housewife  i went to    thanks to their hard work  scholarships earned w  lots of studying  amp  loans i paid back  not priviledge   gobigred   ', '  thru 8 bouts   navy 9 cornell 25  cornell has clinched the win  senior shane sosinsky  174  falls to  13 chris foca 13 3 in what was sosinsky s first collegiate dual appearance  hunter johns  184  was handed a 12 4 setback by  15 jonathan loew', 'eddie vedder  i m getting kinda horny  babe  chris cornell backing vocal  and im getting hornayyyyyyyyy eeyayyyyyyyyyyy', '  and a mixture of david crosby and  chris cornell in the background']"
1'22,years,663,"['  cornell so amazing  if you don t mind me asking  which show at the fe stands out to you the most after all these years ', 'i was a star in b school once i started taking adhd meds  but after 8 years of struggling at duke and cornell  wake forest classes felt like a joke ', '    cornell   i d be ok with banning unnecessary travel  and other unnecessary waste  but the economy that we ve created over many thousands of years is the same economy that will rocket us into 100  re   we need to use the massive industrial  governmental  and social complexes we ve created ', '    freddie mercury   many years later kobe bryant of course  chris cornell   hard to pick 1', '  luyus        my husband has been in his trade for 35  years   he s nowhere near 6 figures   i get so irritated every time i see posts that claim that is what the trades pay   the original snarky comment about cornell might have been because paying for college is so hard ']"
1'22,love,650,"['  thank you for contacting advance  we would love to share this recognition with the store s management team so they can properly recognize cornell for providing exceptional customer service  please just contact us directly or leave a reply of the whereabouts of this location ', '  cornell wow  thanks  i love steppenwolf but i don t think i ve ever heard anyone mention how they were live  the lineup for 7 was particularly great imo ', '  you don t see enough love for cornell woolrich', '  kibi so aj  you truly had a higher education  get it   ithaca is up on the hill overlooking cornell  i love that bit ', '  more of a kid than the cornell kids  love it ']"
1'22,kingj23,636,"['  kingj23 false  it s the cleveland cavaliers   letemknow', '  kingj23 keep doing you   congrats on all the positive things happening in your life   we ll all be here when you get back    ', '  kingj23 bandwagon', '    kingj23 even without my team in it  it was a fantastic football weekend         ', '  kingj23 then you just contradicted your own tweet  congratulations ']"
1'22,even,623,"['i rarely drive my chevy s 10  cornell is hooking me up with a new battery      has amazing service  he was even going to give me a jump    it s in the 20 s and he s installing a battery  hero   ', '  cornell and isn t even in madison square park  or near madison avenue ', '    fox       no  i m an atheist  even cornell west agrees with me and both are influenced by liberation theology  it has the same roots as critical theory  look  you have perverted secular humanism so i m outing you as manipulative heretics    ', 'the orange place two women in the top 7 in the 200m   cornell s jada smith won the event with a time of 25 56 ', 'benda takes over former swan dai cornell in goal for peterborough united this evening']"
1'22,going,616,"['  son of italian immigrants here   two dirt poor  two  oh  i don t know  dust poor   parents born in the us  but didn t speak english until they went to 1st grade   me   harvard law   f these people   your son is going to cornell   not theirs ', '  i can t argue with the i hate people thing because a lot of times people are the main cause of my stress  but i  have customers  who if they said their child was going to cornell i d feign disbelief too  so it depends if he s a cool client or an asshole client', 'i rarely drive my chevy s 10  cornell is hooking me up with a new battery      has amazing service  he was even going to give me a jump    it s in the 20 s and he s installing a battery  hero   ', '  no  the tone is more like   a carpenter had a son going to cornell   ', 'i m excited to see the advanced analytics from today s game   i m going to assume   reached an efg  of  gt 70   which would be a first this season   they likely topped their previous high in ortg  which was 131 0 vs cornell   hokies']"
1'22,game,607,"['starting with the visitors    no sean chisholm  sam hesler or tyler campbell   dartmouth s top 3 pivots  tyler borsch  normally a d  listed as a center    chisholm picked up a 5 minute major   game misconduct in the 3rd last night at cornell', 'check out the games  amp  online classes  amp  activities at the national museum of mathematics in nyc    photo    applied mathematics professor from cornell univ   on a temporary assignment at   to make math fun    story    ', 'i m excited to see the advanced analytics from today s game   i m going to assume   reached an efg  of  gt 70   which would be a first this season   they likely topped their previous high in ortg  which was 131 0 vs cornell   hokies', 'cornell and me should play a game together some time  if you catch my drift', 'samantha will with the steal and kaya ingram gets the hoop and the harm  five point game with two minutes to play  cornell leads 51 46   yellcornell    espn      ']"
1'22,still,588,"['  the propensity of douche bags to your son doing his thing as galling as it is      still earns my respect for you and your husband to raise a hard working kid  cornell ain t no picnic to join  congratulations and fu   them bitches ', '  the way the song builds  chris cornell s voice still makes me fall over  the amount of control he has is incredible ', 'still remembering chris cornell   love this   ', '  i thought it was only last week cornell was still playing   ', 'but i got into cornell  a place i never expected to get in to  coming from a non famous canadian undergrad   and i m still extremely humbled by that fact  it was the right place for me ']"
1'22,well,577,"['  his client is exactly why cornell s motto is what it is  that s what ezra cornell had to put up with as well    upon arriving in ithaca  ny in the spring of 1828  cornell found work as a carpenter       i can t imagine a better match     a cornell eng prof  and freshman advisor ', '  cornell that s incredible  did you see the humble pie shows with lee michaels as well ', '  well that was kind of a dick thing to say  but your son is going to cornell   man  i hope our kids get a success like that when the time comes  congratulations    ', 'q3   2 15  charlotte jewell with a three  cornell takes time out as brown extends its lead to five   brown 34  cornell 29   gobruno  ', 'chris cornell said it pretty well  ']"
1'22,today,568,"['  pr alert    7th graders bevin mcconaghy and braelyn cornell both had amazing pr performances in the 1500m run today     mcconaghy 5 32 04   cornell 5 32 11   ', 'owen cornell and the all state orchestra had an amazing performance today at the mmea conference at osage beach   goliberators  ', 'i m excited to see the advanced analytics from today s game   i m going to assume   reached an efg  of  gt 70   which would be a first this season   they likely topped their previous high in ortg  which was 131 0 vs cornell   hokies', 'awaiting the start of the   vs  cornell match  the mids dropped a 20 15 decision earlier today to columbia   be sure to tune in via espn    ', 'great visit at cornell today rams  ']"
1'22,state,558,"[' gohabsgo prospects in action tonight    lt chl gt   guhle vs  swift current  mysak  amp  xhekaj vs  niagara   lt ncaa gt   henrikson vs  northern michigan  farrell vs  cornell  stapley vs  miami  biondi vs  western michigan  pitlick vs  notre dame  dobe  vs  penn state  gorniak vs  michigan', 'owen cornell and the all state orchestra had an amazing performance today at the mmea conference at osage beach   goliberators  ', 'virginia tech s nine 3 pointers in the first half at florida state is the most in a half this season    surpasses eight  which happened twice   vs  cornell  vs  st  bonaventure ', 'men s tennis hits the road for a visit to cornell   penn state university athletics  ', '  db       wow you googled that huh  impressive  al gore  obama and all these global warming pushers must really buy the hype  you know  with all their beachfront real estate ']"
1'22,much,528,"['  thank you very much for the quick reply  we have taken the necessary actions to have cornell recognized  we look forward to having you visit again ', '     rip the roof off on this first set    can t wait to deep dive into disc 2 and 3  everyone talks about cornell  but omg  mind blown so far  i can t keep raving about this one so far  much    and   ', '  as a cornell alum  class of 1989 mech  engr   i say fantastic news     go big red   our school will be so much the better because your son is there  i say  our  because you and your son are now part of a great community  just make sure he has good winter clothes ', 'all other kinds of our fellow animals are just plain so much better   i am sooo proud of your son and family  my dad taught at cornell and he wanted everyone to go there who wanted to and was qualified   that was in 1923   never give up fighting the stupids of the world  vote   ', '  please don t hate all people  i ll say this though  congratulations to the proud  and rightfully so  proud parents of a future cornell student  i wish your entire family much success for the future']"
1'22,tech,526,"['rejections  cornell astronomy dept  u  hawaii  waitlist  wustl  altho they too rejected me once they found out i d decided to go to caltech  lol   acceptances  caltech gps  where i went  arizona st  u  geology dept   before sese was a thing  u  arizona lpl  ', '  thru 2 bouts    navy 6 cornell 5  huge win by fall by the freshman josh koderhandt at 133 pounds   jacob allen lost by technical fall in the opening match to  3 vito arujau  arujau is undefeated in dual action over his career and has won 7 of his 8 duals via bonus pts ', 'that s a technical fall for   to start off the dual   cornell leads 5 0 over navy   ', '285   conley drops his match to fernandes via technical fall   columbia   9 no  11 cornell   31   team119    roarlionroar', 'virginia tech s nine 3 pointers in the first half at florida state is the most in a half this season    surpasses eight  which happened twice   vs  cornell  vs  st  bonaventure ']"
1'22,work,524,"['  the propensity of douche bags to your son doing his thing as galling as it is      still earns my respect for you and your husband to raise a hard working kid  cornell ain t no picnic to join  congratulations and fu   them bitches ', '  congrats on cornell he s worked hard  amp  earned it  don t waste your energy on hating negative people ', 'i m the daughter of a taxi  bus driver  amp  a factory worker  housewife  i went to    thanks to their hard work  scholarships earned w  lots of studying  amp  loans i paid back  not priviledge   gobigred   ', '  his client is exactly why cornell s motto is what it is  that s what ezra cornell had to put up with as well    upon arriving in ithaca  ny in the spring of 1828  cornell found work as a carpenter       i can t imagine a better match     a cornell eng prof  and freshman advisor ', '  f that guy   my dad was a cowboy welder farmer highway dept  worker   his son is a veterinarian   his daughter is an or nurse  every student i ve had as an extern or intern or veterinarian from cornell just blew me away with their intellect   congratulations ']"
1'22,right,509,"['    humanities     oh  it s the men s rights activist who was kicked out of university for harassing women  ', '   it is not enough for you to say that you advised your own son not to boost  do the right thing and use your position to speak out firmly against college booster mandates  you have a responsibility  do no harm   stopcollegemandates    ', 'the ohchr might not have counted a cornell doctorate in int l law and teaching human rights and icl as  familiarity with the un system and human rights law   sure  8 n', '  please don t hate all people  i ll say this though  congratulations to the proud  and rightfully so  proud parents of a future cornell student  i wish your entire family much success for the future', 'but i got into cornell  a place i never expected to get in to  coming from a non famous canadian undergrad   and i m still extremely humbled by that fact  it was the right place for me ']"
1'22,read,506,"['vax mandate con   fully  vaccinated environments w  covid19 outbreaks   cornell univ   holland america ship   norwegian cruise line ship   royal caribbean ship  all fully vaxd  vax doesnt stop you fr getting covid vax doesnt stop you fr spreading covid if infected  exposefauci', 'natty dread in a greenwich farm    cornell campbell        ', '  cornell holy cow  you win this thread for sure ', 'look who s talking now  the fishes  fishes  research  newspaper     read more about this here     subscribe for free to researchnews newsletter     ', 'don t let this surprise you  but i am pleased to know you   having a kid at cornell  an intellectually classy university screams class  baby   i m a child of academia learning was all there was you asked a boy what he was reading  that fellow is just yellow jealous  hugs  mama   ']"
1'22,many,500,"['    cornell   i d be ok with banning unnecessary travel  and other unnecessary waste  but the economy that we ve created over many thousands of years is the same economy that will rocket us into 100  re   we need to use the massive industrial  governmental  and social complexes we ve created ', '    freddie mercury   many years later kobe bryant of course  chris cornell   hard to pick 1', '      why so many students committed suicide at cornell ', 'many cornell departments continue their winter fundraising campaigns   please consider giving to cornell and designating your gift to the  dke group housing fund 277009   ', '  ballenger so many gorgeous dudes too chris cornell eddie and stone was cute too  ']"
1'22,play,490,"['cornell and me should play a game together some time  if you catch my drift', '  nfl ah  siguen mccartney  jagger y richards  duran duran y u2  pearl jam y radiohead  coldplay y muse  los m sicos duran m s  aunque otros ya se han ido  pero al cielo de los rockeros  mercury  bowie  george michael  prince  chris cornell  etc   golpes vs drogas  juegos diferentes ', ' nowplaying j d s time machine ft  cornell carter   off the grid  hibbler s house mix   less  talk  more  music  australia  urban  goodvibes', 'samantha will with the steal and kaya ingram gets the hoop and the harm  five point game with two minutes to play  cornell leads 51 46   yellcornell    espn      ', 'q4   1 55   timeout brown  cornell has scored eight straight points to take 51 46 lead with under two minutes to play    gobruno']"
1'22,covid,487,"['vax mandate con   fully  vaccinated environments w  covid19 outbreaks   cornell univ   holland america ship   norwegian cruise line ship   royal caribbean ship  all fully vaxd  vax doesnt stop you fr getting covid vax doesnt stop you fr spreading covid if infected  exposefauci', '  2  in my own family  fully vaxxed contracted  amp  transmitted in vax mandatory settings  cornell  amp  penn   we lost a booster friend w  no known comorbidities to covid  he left behind 2 children   we have a 2x booster friend currently in hospital w covid  amp  outlook is bleak ', '  i was told    you know your son is never going to college    he got a degree and now works for cornell   just got recognition for  innovative work during covid   some educators dont even know ', '  it sounds like your son is amazing  i for one am impressed with any young person who has been able to thrive the past few years of covid school and be accepted into cornell  just proves how amazing our young people are  and teachers too ', 'civil rights laws was for black k people now white people use it when policies don t benefit them   after you get your full you still want more   cornell law professor files lawsuit calling ny s covid 19 treatment guidelines  racial discrimination    ']"
1'22,team,483,"['  thank you for contacting advance  we would love to share this recognition with the store s management team so they can properly recognize cornell for providing exceptional customer service  please just contact us directly or leave a reply of the whereabouts of this location ', 'the 12 4 major for jon loew brings the team score to cornell 25  navy 9   ', 'your msj lions wrestling team finished 11th at the prestigious pete wilson invitational in wheaton  illinois   r  jr antonio mccloud finished 2nd at 184 r  so cookie armstrong finished 4th at 197 r  jr cornell beachem finished 1st at 174  mountup  ', 'final at no  11 cornell    team119    roarlionroar  ', '285   conley drops his match to fernandes via technical fall   columbia   9 no  11 cornell   31   team119    roarlionroar']"
1'22,take,483,"['the fish throwing tradition comes back to lynah rink before cornell men s hockey takes on harvard   ', '  thank you very much for the quick reply  we have taken the necessary actions to have cornell recognized  we look forward to having you visit again ', '  thru 6 bouts   navy 9 cornell 17  andrew cerniglia  157  is upset 5 4 with a late takedown by hunter richard  val park  165  picks up a solid 8 3 victory over adam santoro', 'q4   1 55   timeout brown  cornell has scored eight straight points to take 51 46 lead with under two minutes to play    gobruno', 'q3   2 15  charlotte jewell with a three  cornell takes time out as brown extends its lead to five   brown 34  cornell 29   gobruno  ']"
1'22,harvard,480,"['the fish throwing tradition comes back to lynah rink before cornell men s hockey takes on harvard   ', 'we re minutes away from the anticipated cornell harvard matchup at lynah rink  freshman goaltender ian shane earns the starting nod in net ', '  son of italian immigrants here   two dirt poor  two  oh  i don t know  dust poor   parents born in the us  but didn t speak english until they went to 1st grade   me   harvard law   f these people   your son is going to cornell   not theirs ', '  i applied to  cmu   cornell     admit w o support  duke    harvard   mit   princeton    rpi    rutgers    umass    unc    yale  ', 'according to rostron amp levit     these law reviews require anonymized submissions  cornell  harvard  hastings  michigan  nyu  rutgers  stanford  uc irvine  washington   amp  yale  is this accurate  are there others   fwiw  i wish more journals did this     ']"
1'22,last,473,"['same lines as last night for cornell   ', 'starting with the visitors    no sean chisholm  sam hesler or tyler campbell   dartmouth s top 3 pivots  tyler borsch  normally a d  listed as a center    chisholm picked up a 5 minute major   game misconduct in the 3rd last night at cornell', '  thru 4 bouts   navy 6 cornell 14  tyler hunt  141  dropped a 9 3 decision to cole handlovic  jonathan miranda pinned by the nation s top ranked 149 pounder yianni diakomihalis  who has won each of his last four matches by way of fall ', '  i know plenty of cornell graduates  and post graduates  who are carpenters  floor refinishers  plasterers  electricians  farmers  it isn t where you go  its what you do with that experience and education  enough of the  good school  stuff  it s all good ', '        maybe it was david gilmour melting my mind  the spice girls spicing up my life  gnr s tasty licks  alice in chains  vocal harmony with filthy guit  soundgarden s cornell taking my mind out of this realm  pearl jam in all its glory  in reality tragically hip s last t o  show wins ']"
1'22,need,472,"['    cornell   i d be ok with banning unnecessary travel  and other unnecessary waste  but the economy that we ve created over many thousands of years is the same economy that will rocket us into 100  re   we need to use the massive industrial  governmental  and social complexes we ve created ', '  marching   i don t see a connection  but would need to research more ', '  cornell just in general  this applies to all sectors of education  schools needs bus drivers  cooks  janitors  paraprofessionals  teachers  and subs  unfortunately  there s not shortage of administrators ', '        a shout out to all of the folks who made this happen   we need to keep ny at the front of the line on this and other environmental issues        cornell      ', '  i live 20 mins from cornell  if you ever find yourself or your son in need of help in the area please feel free to contact me  having children of my own it can be scary being in a town all alone ']"
1'22,really,470,"['  yes   i ve seen 1 2 dozen of his shows   gobekli tepe  psilocybin x 2  cornell west  bernie sanders   really interesting     i know he has some real asshole regulars     and i don t watch those   pretty simple ', '  db       wow you googled that huh  impressive  al gore  obama and all these global warming pushers must really buy the hype  you know  with all their beachfront real estate ', '  the smartest ppl that i know are carpenters  electricians and plumbers  they know math and they are always working    and congrats on cornell    that really shows how smart this kid s parents are ', '  that s awesome  when i was applying to transfer for my undergrad  berkeley and cornell were the only ones that said no to me out of 13 applications  but luckily  cornell said yes to my masters    i graduate from ucla in june  so i still got into a really good school ', 'and to be fair  since i was going to an ivy my goofy ass teachers said it didn t matter because i wouldn t get credit regardless  so i didn t really study  got to cornell found out they were wrong   could ve had like 3 reqs knocked out ']"
1'22,make,465,"['  the way the song builds  chris cornell s voice still makes me fall over  the amount of control he has is incredible ', 'the heart of china by todd cornell   via    newbook  mindfulness  peacemaker', 'check out the games  amp  online classes  amp  activities at the national museum of mathematics in nyc    photo    applied mathematics professor from cornell univ   on a temporary assignment at   to make math fun    story    ', 'it s   for carson babcock at 174 pounds at the loras open  this makes his second open medal    w   merlo  st  ambrose  1 03 f w    sherzer  cornell  4 3 l   mccunn  grand view  4 0 l   pummel  niu  4 0   everloyal      panthertrain  ', '197   wustefeld scores late to make it close  but falls via decision  5 2  to cardenas   columbia   9 no  11 cornell   26   team119    roarlionroar']"
1'22,best,456,"['cabot cheese  only the best   for cornell snow chasers  ', '  dan   cornell   let s stop consumption   the best solution of all ', ' my husband is a carpenter  he has his ged and is the best man i have ever known  today his client asked about our son s college applications   my husband said we are so proud   our son was accepted at cornell  the client replied   your son is going to cornell    i hate people    ', '    congratulations and best wishes birthday twin  and thank you for your impact at cornell  and helping an angry young man who wanted better for his school   ', '  best retort   let s hope our sons master the witty comebacks during their time at cornell together ']"
1'22,professor,448,"['check out the games  amp  online classes  amp  activities at the national museum of mathematics in nyc    photo    applied mathematics professor from cornell univ   on a temporary assignment at   to make math fun    story    ', '          troy wood  phd  associate professor  university at buffalo valentina martinez damonte  phd  postdoctoral fellow  stanford university victor ruthig  phd  postdoctoral fellow  weill cornell medicine wen h shen  phd  associate professor  weill cornell medicine', '          spencer r scott  phd stuart horowitz  phd  mba  president and ceo  institution insights  llc susanna harris  phd sushmita mukherjee  phd  associate professor of research  weill cornell medicine', '          sampril banerjee  phd  mstat  associate professor  weill cornell medicine sarah j mcanulty  phd  executive director  skype a scientist  university of connecticut saskia popescu  phd  mph  ma  assistant professor  george mason university shawn carbonell  md  phd', '          sallie permar  md  phd  professor and chair of pediatrics  weill cornell medicine samantha yammine  phd  neuroscientist  university of toronto samira jeimy  md  phd  frcpc  program director and assistant professor  division of clinical immunology and allergy  western university']"
1'22,brown,438,"['brown confirms it will host cornell on sunday at 11 am   ', '  wbkb i final i theresa grace mbanefo with 16 points and 9 rebounds and samantha will with a 17 point  12 rebound double double as   tops brown 61 55 at newman arena   yellcornell      eldon lindsay cornell athletics   ', 'gallery     vs brown   yellcornell         eldon lindsay cornell athletics   link     ', 'q4   1 55   timeout brown  cornell has scored eight straight points to take 51 46 lead with under two minutes to play    gobruno', 'q4   6 47   media timeout  kyla jones with an acrobatic layup in traffic puts brown back up four  bears call a timeout that turns to the fourth quarter media   brown 43  cornell 39   gobruno']"
1'22,class,434,"['i was a star in b school once i started taking adhd meds  but after 8 years of struggling at duke and cornell  wake forest classes felt like a joke ', 'check out the games  amp  online classes  amp  activities at the national museum of mathematics in nyc    photo    applied mathematics professor from cornell univ   on a temporary assignment at   to make math fun    story    ', '  the client replied   your son is going to cornell    this is the astonishing reaction to the perception that someone of the lower class is being  uppity  ', 'don t let this surprise you  but i am pleased to know you   having a kid at cornell  an intellectually classy university screams class  baby   i m a child of academia learning was all there was you asked a boy what he was reading  that fellow is just yellow jealous  hugs  mama   ', '  as a cornell alum  class of 1989 mech  engr   i say fantastic news     go big red   our school will be so much the better because your son is there  i say  our  because you and your son are now part of a great community  just make sure he has good winter clothes ']"
1'22,never,430,"['cornell is an ag school  never forget that elites   ', 'all other kinds of our fellow animals are just plain so much better   i am sooo proud of your son and family  my dad taught at cornell and he wanted everyone to go there who wanted to and was qualified   that was in 1923   never give up fighting the stupids of the world  vote   ', 'but i got into cornell  a place i never expected to get in to  coming from a non famous canadian undergrad   and i m still extremely humbled by that fact  it was the right place for me ', '  whenever i see cornell  this is the first thing that pops into my head      yes people and their assumptions suck ass   ', '  lightning   i could never live there because of the snow  mn would get colder and longer winters  but a typical storm would drop a few inches of dry snow rather than 1 ft of wet  my only knock on cornell is that the young students are super annoying to interact with at the syracuse airport ']"
1'22,went,424,"['i m the daughter of a taxi  bus driver  amp  a factory worker  housewife  i went to    thanks to their hard work  scholarships earned w  lots of studying  amp  loans i paid back  not priviledge   gobigred   ', '  several of my friends went to cornell   great freaking school ', 'rejections  cornell astronomy dept  u  hawaii  waitlist  wustl  altho they too rejected me once they found out i d decided to go to caltech  lol   acceptances  caltech gps  where i went  arizona st  u  geology dept   before sese was a thing  u  arizona lpl  ', '  son of italian immigrants here   two dirt poor  two  oh  i don t know  dust poor   parents born in the us  but didn t speak english until they went to 1st grade   me   harvard law   f these people   your son is going to cornell   not theirs ', '  i almost went to fsu  but went to ithaca college  dropped out in 97  now i wish i had gone to fsu  ithaca was nice but i often felt out of place  i do have good memories from there  including seeing rusted root and live at nearby cornell  bob dylan came to ic but i missed it ']"
1'22,better,418,"['  his client is exactly why cornell s motto is what it is  that s what ezra cornell had to put up with as well    upon arriving in ithaca  ny in the spring of 1828  cornell found work as a carpenter       i can t imagine a better match     a cornell eng prof  and freshman advisor ', '  org           cornell   you better be doing wibbers tonight call your slave my father', '  sounds better as  your son is going to cornell  that s awesome  tell him congrats  ', '  people like your husband s client are a dime a dozen    people that power through to better themselves and who have a skill like carpentry and raise a kid that has been admitted to cornell are not common   we all know cheap when we see it   don t hate him   pity him   he s cheap ', '  my daughter went to cornell  she probably would have liked your kid a lot better than mr  privilege s spawn if they d been contemporaries ']"
1'22,west,413,"[' gohabsgo prospects in action tonight    lt chl gt   guhle vs  swift current  mysak  amp  xhekaj vs  niagara   lt ncaa gt   henrikson vs  northern michigan  farrell vs  cornell  stapley vs  miami  biondi vs  western michigan  pitlick vs  notre dame  dobe  vs  penn state  gorniak vs  michigan', '  are you aware rogan s political support history is obama 2012   johnson 2016    bernie sanders 2020   and on his podcast he has interviewed great people such as sir roger penrose  cornell west  and richard dawkins ', '  yes   i ve seen 1 2 dozen of his shows   gobekli tepe  psilocybin x 2  cornell west  bernie sanders   really interesting     i know he has some real asshole regulars     and i don t watch those   pretty simple ', '    so don t watch his show  he s a liberal capitalist  i only watch when he has guests i like  because he goes down the rabbit hole of the guest  whether it s alex jones or cornell west   amp  allows them to expose themselves good or bad  with the help of jamie  amp  ye olde google machine', '    fox       no  i m an atheist  even cornell west agrees with me and both are influenced by liberation theology  it has the same roots as critical theory  look  you have perverted secular humanism so i m outing you as manipulative heretics    ']"
1'22,said,404,"['  i can t argue with the i hate people thing because a lot of times people are the main cause of my stress  but i  have customers  who if they said their child was going to cornell i d feign disbelief too  so it depends if he s a cool client or an asshole client', ' my husband is a carpenter  he has his ged and is the best man i have ever known  today his client asked about our son s college applications   my husband said we are so proud   our son was accepted at cornell  the client replied   your son is going to cornell    i hate people    ', 'chris cornell said it pretty well  ', '  infantile answer tbh  you ve not said anything cogent  for a   trained lawyer  this is embarrassing  do better       weakvibes', '  that s awesome  when i was applying to transfer for my undergrad  berkeley and cornell were the only ones that said no to me out of 13 applications  but luckily  cornell said yes to my masters    i graduate from ucla in june  so i still got into a really good school ']"
