,County,Coordinates,Area (sq/mi),Radius (mi)
0,NEWPORT,"[41.5107263, -71.2971352]",102.39,5.7090025826426185
1,PROVIDENCE,"[41.8239891, -71.4128343]",409.50,11.417168773300428
2,WASHINGTON,"[41.4901554, -71.3142243]",329.23,10.237199551411479
3,BRISTOL,"[41.7034082, -71.2844401]",24.16,2.773191963324292
4,KENT,"[41.6722912, -71.602762]",168.53,7.324366681586073
