submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
9/10/2021,ME,"80,503","57,747","22,756",574,190,961,897,64,2,0,9/11/2021 13:20,Agree,Agree
9/10/2021,AL,"745,812","564,150","181,662","4,494","1,490","12,673","9,969","2,704",68,21,9/11/2021 13:20,Agree,Agree
9/10/2021,IN,"899,844",,,"5,328",0,"14,783","14,330",453,24,2,9/11/2021 13:20,Not agree,Agree
9/10/2021,NE,"253,080",,,921,0,"2,356",,,2,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,ID,"232,630","185,359","47,271","1,574",387,"2,460","2,123",337,13,-1,9/11/2021 13:20,Agree,Agree
9/10/2021,WA,"597,732",,,"3,388",666,"6,918",,,68,0,9/11/2021 13:20,N/A,N/A
9/10/2021,MO,"783,886",,,"2,761",732,"10,874",,,13,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,NV,"401,901",,,"1,552",0,"6,702",,,21,0,9/11/2021 13:20,,
9/10/2021,ND,"122,351","110,121","12,230",502,110,"1,573",,,2,0,9/11/2021 13:20,Agree,Not agree
9/10/2021,GU,"12,294",,,130,29,159,,,4,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,MT,"133,715","117,466","16,249",965,278,"1,834","1,834",0,4,0,9/11/2021 13:20,Agree,Agree
9/10/2021,NC,"1,279,500","1,080,886","198,614","5,877","1,503","15,075","13,271","1,804",71,8,9/11/2021 13:20,Agree,Agree
9/10/2021,MD,"509,393",,,376,0,"10,159","9,935",224,20,0,9/11/2021 13:20,N/A,Agree
9/10/2021,IL,"1,564,386","1,564,386",0,"5,309",0,"26,845","24,261","2,584",52,6,9/11/2021 13:20,Agree,Agree
9/10/2021,AZ,"1,042,480","957,731","84,749","2,988",559,"19,147","17,060","2,087",6,5,9/11/2021 13:20,Agree,Agree
9/10/2021,VA,"805,853","608,491","197,362","4,026","1,619","12,064","10,194","1,870",28,4,9/11/2021 13:20,Agree,Agree
9/10/2021,DC,"56,966",,,107,0,"1,165",,,1,0,9/11/2021 13:20,,
9/10/2021,NJ,"1,113,165","969,062","144,103","2,664",548,"27,039","24,290","2,749",15,0,9/11/2021 13:20,Agree,Agree
9/10/2021,WY,"80,643","65,944","14,699",813,208,879,879,0,0,0,9/11/2021 13:20,Agree,Agree
9/10/2021,LA,"712,574",,,"2,173",694,"13,056","11,623","1,433",64,10,9/11/2021 13:20,Not agree,Agree
9/10/2021,RI,"165,849",,,395,0,"2,793",,,6,0,9/11/2021 13:20,Not agree,N/A
9/10/2021,OR,"296,825","296,825",0,"2,433",0,"3,414","3,414",0,20,0,9/11/2021 13:20,Agree,Agree
9/10/2021,TX,"3,787,220",,,"23,245","4,195","58,332",,,400,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,MA,"777,022","725,359","51,663","1,873",147,"18,350","17,972",378,18,0,9/11/2021 13:20,Agree,Agree
9/10/2021,NYC,"1,050,215","861,213","189,002",0,0,"33,964","28,781","5,183",0,0,9/11/2021 13:20,Agree,Agree
9/10/2021,AK,"90,946",,,675,0,444,,,2,0,9/11/2021 13:20,N/A,N/A
9/10/2021,FL,"3,418,160",,,"9,148","2,453","48,283",,,7,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,PW,5,,,1,0,0,,,0,0,9/11/2021 13:20,,
9/10/2021,AS,0,,,0,0,0,,,0,0,9/11/2021 13:20,,
9/10/2021,OH,"1,285,757","1,061,855","223,902","9,019","2,202","21,154","21,154",0,134,0,9/11/2021 13:20,Agree,Agree
9/10/2021,PA,"1,338,313","1,112,576","225,737","5,005","1,071","28,535",,,37,25,9/11/2021 13:20,Agree,Not agree
9/10/2021,NY,"1,274,025",,,"4,064",0,"20,498",,,27,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,KS,"387,152","309,795","77,357","2,151",0,"5,766",,,73,0,9/11/2021 13:20,Agree,N/A
9/10/2021,HI,"68,087",,,741,65,636,,,7,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,PR,"176,328","146,027","30,301",432,69,"2,995","2,543",452,10,2,9/11/2021 13:20,Agree,Agree
9/10/2021,UT,"479,979","479,979",0,"2,189",0,"2,724","2,639",85,21,0,9/11/2021 13:20,Agree,Agree
9/10/2021,GA,"1,484,274","1,151,432","332,842","8,278","1,730","23,741","20,581","3,160",156,28,9/11/2021 13:20,Agree,Agree
9/10/2021,AR,"472,136",,,"2,159",0,"7,199",,,30,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,OK,"580,215","447,305","132,910","2,903",795,"8,346","7,087","1,259",18,2,9/11/2021 13:20,Agree,Agree
9/10/2021,MP,250,250,0,0,0,2,2,0,0,0,9/11/2021 13:20,Agree,Agree
9/10/2021,CO,"634,888","586,809","48,079","1,592",281,"7,274","6,450",824,20,5,9/11/2021 13:20,Agree,Agree
9/10/2021,WV,"205,783","158,317","47,466","2,379",546,"3,207",,,18,5,9/11/2021 13:20,Agree,Not agree
9/10/2021,TN,"1,124,713","894,650","230,063","5,168","2,379","13,890","11,186","2,704",11,0,9/11/2021 13:20,Agree,Agree
9/10/2021,RMI,4,4,0,0,0,0,0,0,0,0,9/11/2021 13:20,Agree,Agree
9/10/2021,NM,"239,886",,,880,0,"4,605",,,20,0,9/11/2021 13:20,N/A,Not agree
9/10/2021,SD,"136,772",,,615,165,"2,084","1,706",378,5,0,9/11/2021 13:20,N/A,Agree
9/10/2021,IA,"421,168",,,"2,008",699,"6,337",,,0,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,DE,"123,958","114,204","9,754",650,107,"1,900","1,740",160,0,0,9/11/2021 13:20,Agree,Agree
9/10/2021,CA,"4,525,175",,,"9,244",0,"66,422",,,165,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,MS,"460,312","267,713","192,599",0,0,"8,905","6,028","2,877",0,0,9/11/2021 13:20,Agree,Agree
9/10/2021,VI,"6,182",,,0,0,63,,,0,0,9/11/2021 13:20,,
9/10/2021,NH,"111,111",,,332,0,"1,441",,,5,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,CT,"378,933","344,162","34,771",625,71,"8,424","6,933","1,491",8,3,9/11/2021 13:20,Agree,Agree
9/10/2021,WI,"753,972","678,240","75,732","2,777",445,"8,613","7,740",873,24,1,9/11/2021 13:20,Agree,Agree
9/10/2021,VT,"27,540",,,0,0,272,,,0,0,9/11/2021 13:20,Not agree,Not agree
9/10/2021,MI,"1,088,201","970,412","117,789","3,534",414,"21,821","20,506","1,315",-4,2,9/11/2021 13:20,Agree,Agree
9/10/2021,FSM,7,7,0,0,0,0,0,0,0,0,9/11/2021 13:20,Agree,Agree
9/10/2021,SC,"783,725","632,478","151,247","3,917","1,618","11,174",,,99,17,9/11/2021 13:20,Agree,Not agree
9/10/2021,MN,"666,496",,,"2,037",598,"7,985","7,458",527,13,0,9/11/2021 13:20,N/A,Agree
9/10/2021,KY,"620,356","455,613","164,743","5,188","1,688","8,003","7,159",844,32,5,9/11/2021 13:20,Agree,Agree
9/9/2021,WI,"751,195","675,908","75,287","2,095",435,"8,589","7,717",872,32,1,9/10/2021 14:35,Agree,Agree
9/9/2021,ND,"121,849","109,729","12,120",632,168,"1,571",,,0,0,9/10/2021 14:35,Agree,Not agree
9/9/2021,NC,"1,273,623","1,076,512","197,111","6,290","1,839","15,004","13,208","1,796",110,7,9/10/2021 14:35,Agree,Agree
9/9/2021,CA,"4,515,931","4,322,361","193,570","1,087",124,"66,257","66,257",0,3,0,9/9/2021 0:00,Agree,Agree
9/9/2021,MI,"1,084,667","967,292","117,375","3,488",513,"21,781","20,468","1,313",23,2,9/10/2021 14:35,Agree,Agree
9/9/2021,ID,"231,056","184,172","46,884","1,459",421,"2,447","2,109",338,21,3,9/10/2021 14:35,Agree,Agree
9/9/2021,ME,"79,929","57,363","22,566","1,126",379,959,895,64,13,1,9/10/2021 14:35,Agree,Agree
9/9/2021,WA,"594,344",,,"4,063","1,000","6,850",,,59,0,9/10/2021 14:35,N/A,N/A
9/9/2021,IL,"1,559,077","1,559,077",0,"4,741",0,"26,793","24,215","2,578",24,3,9/10/2021 14:35,Agree,Agree
9/9/2021,NE,"252,159",,,940,0,"2,354",,,1,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,MT,"132,750","116,779","15,971",998,350,"1,830","1,830",0,2,0,9/10/2021 14:35,Agree,Agree
9/9/2021,VT,"27,540",,,126,2,272,,,1,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,KY,"615,168","452,113","163,055","5,244","1,914","7,971","7,132",839,36,5,9/10/2021 14:35,Agree,Agree
9/9/2021,SC,"779,808","630,179","149,629","3,466","1,268","11,075",,,55,5,9/10/2021 14:35,Agree,Not agree
9/9/2021,AZ,"1,039,492","955,302","84,190","2,480",481,"19,141","17,059","2,082",62,3,9/10/2021 14:35,Agree,Agree
9/9/2021,LA,"710,401",,,"4,903","2,387","12,992","11,569","1,423",77,8,9/10/2021 14:35,Not agree,Agree
9/9/2021,WY,"79,830","65,339","14,491",533,185,879,879,0,0,0,9/10/2021 14:35,Agree,Agree
9/9/2021,WV,"203,404","156,484","46,920","1,744",620,"3,189",,,20,4,9/10/2021 14:35,Agree,Not agree
9/9/2021,CO,"632,699","584,901","47,798","1,258",357,"7,254","6,435",819,12,1,9/10/2021 14:35,Agree,Agree
9/9/2021,PW,4,,,0,0,0,,,0,0,9/10/2021 14:35,,
9/9/2021,OK,"577,312","445,197","132,115","2,627","1,206","8,328","7,071","1,257",24,3,9/10/2021 14:35,Agree,Agree
9/9/2021,AR,"469,977",,,"2,481","3,569","7,169",,,27,28,9/10/2021 14:35,Not agree,Not agree
9/9/2021,SD,"136,157",,,619,168,"2,079","1,701",378,2,0,9/10/2021 14:35,N/A,Agree
9/9/2021,TN,"1,119,545","891,861","227,684","4,200","1,189","13,879","11,175","2,704",75,22,9/10/2021 14:35,Agree,Agree
9/9/2021,NM,"239,006",,,576,0,"4,585",,,8,0,9/10/2021 14:35,N/A,Not agree
9/9/2021,NY,"1,269,961",,,"3,430",0,"20,471",,,15,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,IA,"419,160",,,"2,008",699,"6,337",,,0,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,PA,"1,333,308","1,108,642","224,666","4,197","1,278","28,498",,,52,-2,9/10/2021 14:35,Agree,Not agree
9/9/2021,OH,"1,276,738","1,055,038","221,700","7,897","1,953","21,020","21,020",0,0,0,9/10/2021 14:35,Agree,Agree
9/9/2021,AK,"90,271",,,805,0,442,,,0,0,9/10/2021 14:35,N/A,N/A
9/9/2021,AS,0,,,0,0,0,,,0,0,9/10/2021 14:35,,
9/9/2021,MA,"775,149","723,633","51,516","2,407",311,"18,332","17,954",378,18,0,9/10/2021 14:35,Agree,Agree
9/9/2021,TX,"3,763,626",,,"29,566","5,907","57,932",,,408,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,HI,"67,346",,,421,37,629,,,7,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,KS,"385,001","307,644","77,357","2,151",0,"5,693",,,0,0,9/10/2021 14:35,Agree,N/A
9/9/2021,NYC,"1,050,215","861,213","189,002","2,221",543,"33,964","28,781","5,183",13,3,9/10/2021 14:35,Agree,Agree
9/9/2021,PR,"175,896","145,664","30,232",723,217,"2,985","2,535",450,17,3,9/10/2021 14:35,Agree,Agree
9/9/2021,MP,250,250,0,1,0,2,2,0,0,0,9/10/2021 14:35,Agree,Agree
9/9/2021,UT,"477,790","477,790",0,"2,165",0,"2,703","2,618",85,10,1,9/10/2021 14:35,Agree,Agree
9/9/2021,GA,"1,475,996","1,144,884","331,112","7,586","2,770","23,585","20,453","3,132",193,38,9/10/2021 14:35,Agree,Agree
9/9/2021,FL,"3,409,012",,,"17,854","6,751","48,276",,,3,1,9/10/2021 14:35,Not agree,Not agree
9/9/2021,RMI,4,4,0,0,0,0,0,0,0,0,9/10/2021 14:35,Agree,Agree
9/9/2021,AL,"741,318","561,146","180,172","4,800","2,042","12,605","9,922","2,683",53,19,9/10/2021 14:35,Agree,Agree
9/9/2021,MS,"460,312","267,713","192,599","1,892",895,"8,905","6,028","2,877",29,11,9/10/2021 14:35,Agree,Agree
9/9/2021,DE,"123,308","113,661","9,647",352,56,"1,900","1,740",160,6,0,9/10/2021 14:35,Agree,Agree
9/9/2021,GU,"12,164",,,130,88,155,,,0,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,NH,"110,779",,,523,0,"1,436",,,5,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,MO,"781,125",,,"3,289",745,"10,861",,,20,0,9/10/2021 14:35,Not agree,Not agree
9/9/2021,VI,"6,182",,,80,0,63,,,0,0,9/10/2021 14:35,,
9/9/2021,MD,"509,017",,,"2,553",0,"10,139","9,915",224,15,0,9/10/2021 14:35,N/A,Agree
9/9/2021,CT,"378,308","343,608","34,700",626,156,"8,416","6,928","1,488",1,1,9/10/2021 14:35,Agree,Agree
9/9/2021,NV,"400,349",,,"1,115",0,"6,681",,,44,0,9/10/2021 14:35,,
9/9/2021,IN,"894,516",,,"5,154",0,"14,759","14,308",451,50,0,9/10/2021 14:35,Not agree,Agree
9/9/2021,DC,"56,859",,,165,0,"1,164",,,1,0,9/10/2021 14:35,,
9/9/2021,RI,"165,454",,,326,0,"2,787",,,1,0,9/10/2021 14:35,Not agree,N/A
9/9/2021,NJ,"1,110,501","966,946","143,555","2,210",529,"27,024","24,275","2,749",17,0,9/10/2021 14:35,Agree,Agree
9/9/2021,FSM,7,7,0,0,0,0,0,0,0,0,9/10/2021 14:35,Agree,Agree
9/9/2021,OR,"294,392","294,392",0,"2,414",0,"3,394","3,394",0,21,0,9/10/2021 14:35,Agree,Agree
9/9/2021,MN,"664,459",,,"1,211",192,"7,967","7,440",527,9,1,9/10/2021 14:35,N/A,Agree
9/9/2021,VA,"801,827","606,084","195,743","4,479","1,412","12,036","10,170","1,866",26,5,9/10/2021 14:35,Agree,Agree
9/8/2021,WA,"590,281",,,"3,530",542,"6,791",,,46,0,9/9/2021 14:36,N/A,N/A
9/8/2021,VI,"6,102",,,31,0,63,,,1,0,9/9/2021 14:36,,
9/8/2021,ID,"229,597","183,134","46,463","1,504",457,"2,426","2,091",335,15,5,9/9/2021 14:36,Agree,Agree
9/8/2021,NH,"110,256",,,540,0,"1,431",,,1,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,ME,"78,803","56,616","22,187",1,1,946,883,63,0,0,9/9/2021 14:36,Agree,Agree
9/8/2021,MI,"1,081,179","964,317","116,862","3,308",944,"21,758","20,447","1,311",27,3,9/9/2021 14:36,Agree,Agree
9/8/2021,ND,"121,217","109,265","11,952",615,177,"1,571",,,4,0,9/9/2021 14:36,Agree,Not agree
9/8/2021,GU,"12,034",,,215,0,155,,,1,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,NE,"251,219",,,955,0,"2,353",,,0,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,CT,"377,682","343,138","34,544",935,313,"8,415","6,928","1,487",20,4,9/9/2021 14:36,Agree,Agree
9/8/2021,WI,"749,100","674,248","74,852","2,534",558,"8,557","7,686",871,20,1,9/9/2021 14:36,Agree,Agree
9/8/2021,VA,"797,348","603,017","194,331","3,952","1,381","12,010","10,149","1,861",33,4,9/9/2021 14:36,Agree,Agree
9/8/2021,DC,"56,694",,,125,0,"1,163",,,0,0,9/9/2021 14:36,,
9/8/2021,RI,"165,128",,,419,0,"2,786",,,3,0,9/10/2021 14:24,Not agree,N/A
9/8/2021,MN,"663,248",,,"5,756",670,"7,958","7,432",526,2,0,9/9/2021 14:36,N/A,Agree
9/8/2021,WY,"79,297","64,991","14,306",802,361,879,879,0,0,0,9/9/2021 14:36,Agree,Agree
9/8/2021,SC,"776,342","627,981","148,361","2,997",830,"11,020",,,25,3,9/9/2021 14:36,Agree,Not agree
9/8/2021,KY,"609,924","448,783","161,141","4,456","1,688","7,935","7,101",834,30,3,9/9/2021 14:36,Agree,Agree
9/8/2021,LA,"705,498",,,"3,066","1,372","12,915","11,500","1,415",136,25,9/9/2021 14:36,Not agree,Agree
9/8/2021,KS,"382,850","305,493","77,357","1,147",345,"5,693",,,15,5,9/9/2021 14:36,Agree,N/A
9/8/2021,HI,"66,925",,,371,-1,622,,,0,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,UT,"475,625","475,625",0,"1,539",0,"2,693","2,609",84,7,0,9/9/2021 14:36,Agree,Agree
9/8/2021,NYC,"1,047,994","859,535","188,459","2,173",783,"33,951","28,771","5,180",13,-17,9/9/2021 14:36,Agree,Agree
9/8/2021,MP,249,249,0,1,0,2,2,0,0,0,9/9/2021 14:36,Agree,Agree
9/8/2021,MA,"772,742","721,537","51,205","1,475",113,"18,314","17,936",378,16,1,9/9/2021 14:36,Agree,Agree
9/8/2021,AR,"467,496",,,"2,181",0,"7,142",,,34,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,AK,"89,466",,,808,0,442,,,5,0,9/9/2021 14:36,N/A,N/A
9/8/2021,CO,"630,799","583,358","47,441","1,061",221,"7,242","6,424",818,16,1,9/9/2021 14:36,Agree,Agree
9/8/2021,FL,"3,391,158",,,"12,288","4,408","48,273",,,9,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,RMI,4,4,0,0,0,0,0,0,0,0,9/9/2021 14:36,Agree,Agree
9/8/2021,NY,"1,266,531",,,"2,455",0,"20,456",,,20,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,PA,"1,329,111","1,105,723","223,388","4,391","1,614","28,446",,,38,-82,9/9/2021 14:36,Agree,Not agree
9/8/2021,SD,"135,538",,,309,73,"2,077","1,699",378,3,0,9/9/2021 14:36,N/A,Agree
9/8/2021,PR,"175,173","145,158","30,015",363,100,"2,968","2,521",447,18,7,9/9/2021 14:36,Agree,Agree
9/8/2021,OK,"574,685","443,776","130,909","2,462",945,"8,304","7,050","1,254",87,15,9/9/2021 14:36,Agree,Agree
9/8/2021,AS,0,,,0,0,0,,,0,0,9/9/2021 14:36,,
9/8/2021,GA,"1,468,410","1,140,068","328,342","8,792","3,615","23,392","20,298","3,094",50,10,9/9/2021 14:36,Agree,Agree
9/8/2021,PW,4,,,0,0,0,,,0,0,9/9/2021 14:36,,
9/8/2021,TX,"3,733,656",,,"34,425","9,241","57,524",,,286,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,WV,"201,660","155,360","46,300","1,352",431,"3,169",,,18,2,9/9/2021 14:36,Agree,Not agree
9/8/2021,TN,"1,115,345","888,850","226,495","5,422","1,720","13,804","11,122","2,682",83,17,9/9/2021 14:36,Agree,Agree
9/8/2021,NM,"238,430",,,541,0,"4,577",,,15,0,9/9/2021 14:36,N/A,Not agree
9/8/2021,OH,"1,268,841","1,049,094","219,747","6,823","2,313","21,020","21,020",0,0,0,9/9/2021 14:36,Agree,Agree
9/8/2021,IA,"417,152",,,"1,185",426,"6,337",,,30,30,9/9/2021 14:36,Not agree,Not agree
9/8/2021,NC,"1,267,333","1,072,061","195,272",36,29,"14,894","13,105","1,789",0,0,9/9/2021 14:36,Agree,Agree
9/8/2021,IN,"889,362",,,"2,901",0,"14,709","14,258",451,86,0,9/9/2021 14:36,Not agree,Agree
9/8/2021,CA,"4,514,844","4,321,398","193,446","2,952",233,"66,254","66,254",0,22,0,9/8/2021 0:00,Agree,Agree
9/8/2021,MT,"131,752","116,131","15,621","1,047",280,"1,828","1,828",0,14,0,9/9/2021 14:36,Agree,Agree
9/8/2021,AL,"736,518","558,388","178,130","4,367","1,784","12,552","9,888","2,664",64,23,9/9/2021 14:36,Agree,Agree
9/8/2021,MD,"506,464",,,907,0,"10,124","9,900",224,9,0,9/9/2021 14:36,N/A,Agree
9/8/2021,DE,"122,956","113,365","9,591",238,12,"1,894","1,734",160,3,0,9/9/2021 14:36,Agree,Agree
9/8/2021,MS,"458,420","266,716","191,704","3,138","1,930","8,870","6,004","2,866",59,34,9/9/2021 14:36,Agree,Agree
9/8/2021,IL,"1,554,336","1,554,336",0,"3,961",0,"26,769","24,194","2,575",72,11,9/9/2021 14:36,Agree,Agree
9/8/2021,VT,"27,414",,,49,0,271,,,0,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,NV,"399,234",,,"1,446",0,"6,637",,,33,0,9/9/2021 14:36,,
9/8/2021,MO,"777,836",,,"2,430",822,"10,841",,,27,0,9/9/2021 14:36,Not agree,Not agree
9/8/2021,FSM,7,7,0,0,0,0,0,0,0,0,9/9/2021 14:36,Agree,Agree
9/8/2021,OR,"291,978","291,978",0,"2,329",0,"3,373","3,373",0,47,0,9/9/2021 14:36,Agree,Agree
9/8/2021,NJ,"1,108,291","965,265","143,026","3,498",511,"27,007","24,258","2,749",29,0,9/9/2021 14:36,Agree,Agree
9/8/2021,AZ,"1,037,012","953,303","83,709","2,222",200,"19,079","17,000","2,079",26,7,9/9/2021 14:36,Agree,Agree
9/7/2021,VT,"27,365",,,48,-1,271,,,0,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,WI,"746,566","672,272","74,294",859,50,"8,537","7,667",870,1,0,9/8/2021 15:20,Agree,Agree
9/7/2021,IN,"886,461",,,"3,246",0,"14,623","14,172",451,17,2,9/8/2021 15:20,Not agree,Agree
9/7/2021,GU,"11,819",,,325,93,154,,,1,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,MI,"1,077,871","961,953","115,918","1,730",151,"21,704","20,396","1,308",10,3,9/8/2021 15:20,Agree,Agree
9/7/2021,ND,"120,602","108,827","11,775",639,361,"1,567",,,3,0,9/8/2021 15:20,Agree,Not agree
9/7/2021,ID,"228,093","182,087","46,006",638,105,"2,411","2,081",330,11,2,9/8/2021 15:20,Agree,Agree
9/7/2021,MO,"775,406",,,"2,510",820,"10,814",,,154,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,VI,"6,071",,,15,0,62,,,2,0,9/8/2021 15:20,,
9/7/2021,ME,"78,802","56,616","22,186",729,245,946,883,63,5,0,9/8/2021 15:20,Agree,Agree
9/7/2021,NE,"250,264",,,"1,156",0,"2,353",,,5,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,IL,"1,550,375","1,550,375",0,"3,015",0,"26,697","24,133","2,564",23,5,9/8/2021 15:20,Agree,Agree
9/7/2021,NH,"109,716",,,253,0,"1,430",,,1,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,FSM,7,7,0,0,0,0,0,0,0,0,9/8/2021 15:20,Agree,Agree
9/7/2021,NJ,"1,104,793","962,278","142,515",354,96,"26,978","24,229","2,749",26,18,9/8/2021 15:20,Agree,Agree
9/7/2021,OR,"289,649","289,649",0,"1,444",0,"3,326","3,326",0,15,0,9/8/2021 15:20,Agree,Agree
9/7/2021,KY,"605,468","446,015","159,453","3,247",878,"7,905","7,074",831,15,2,9/8/2021 15:20,Agree,Agree
9/7/2021,LA,"702,432",,,"1,386",308,"12,779","11,389","1,390",21,3,9/8/2021 15:20,Not agree,Agree
9/7/2021,AZ,"1,034,790","951,281","83,509","1,982",136,"19,053","16,981","2,072",54,7,9/8/2021 15:20,Agree,Agree
9/7/2021,OK,"572,223","442,259","129,964","1,300",263,"8,217","6,978","1,239",23,14,9/8/2021 15:20,Agree,Agree
9/7/2021,KS,"381,703","304,691","77,012","1,145",344,"5,678",,,12,2,9/8/2021 15:20,Agree,N/A
9/7/2021,GA,"1,459,618","1,134,891","324,727","6,479",965,"23,342","20,258","3,084",57,2,9/8/2021 15:20,Agree,Agree
9/7/2021,PW,4,,,0,0,0,,,0,0,9/8/2021 15:20,,
9/7/2021,CO,"629,259","582,039","47,220",859,126,"7,226","6,409",817,1,0,9/8/2021 15:20,Agree,Agree
9/7/2021,FL,"3,378,870",,,"13,954","6,018","48,264",,,35,5,9/7/2021 0:00,Not agree,Not agree
9/7/2021,WV,"200,308","154,439","45,869","1,008",414,"3,151",,,3,1,9/8/2021 15:20,Agree,Not agree
9/7/2021,HI,"66,554",,,497,11,622,,,0,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,RMI,4,4,0,0,0,0,0,0,0,0,9/8/2021 15:20,Agree,Agree
9/7/2021,OH,"1,262,018","1,044,584","217,434","4,876",992,"21,020","21,020",0,73,0,9/8/2021 15:20,Agree,Agree
9/7/2021,NM,"237,889",,,627,0,"4,562",,,4,0,9/8/2021 15:20,N/A,Not agree
9/7/2021,IA,"415,967",,,"1,183",425,"6,307",,,0,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,PR,"174,810","144,895","29,915",362,121,"2,950","2,510",440,22,7,9/8/2021 15:20,Agree,Agree
9/7/2021,MP,248,248,0,0,0,2,2,0,0,0,9/8/2021 15:20,Agree,Agree
9/7/2021,AK,"88,658",,,515,0,437,,,2,0,9/8/2021 15:20,N/A,N/A
9/7/2021,TX,"3,697,884",,,"7,103","1,139","57,238",,,128,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,UT,"474,086","474,086",0,"1,165",0,"2,686","2,602",84,9,2,9/8/2021 15:20,Agree,Agree
9/7/2021,AR,"465,315",,,583,0,"7,108",,,38,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,MA,"771,267","720,175","51,092","1,423",52,"18,298","17,921",377,3,0,9/8/2021 15:20,Agree,Agree
9/7/2021,NYC,"1,045,821","858,145","187,676","1,100",139,"33,938","28,741","5,197",14,10,9/8/2021 15:20,Agree,Agree
9/7/2021,AS,0,,,0,0,0,,,0,0,9/8/2021 15:20,,
9/7/2021,PA,"1,324,720","1,102,946","221,774","2,536",382,"28,408",,,10,53,9/8/2021 15:20,Agree,Not agree
9/7/2021,NY,"1,264,076",,,"2,262",0,"20,436",,,26,0,9/8/2021 15:20,Not agree,Not agree
9/7/2021,SD,"135,229",,,307,72,"2,074","1,696",378,0,0,9/8/2021 15:20,N/A,Agree
9/7/2021,TN,"1,109,923","885,148","224,775","12,493","3,120","13,721","11,056","2,665",18,4,9/8/2021 15:20,Agree,Agree
9/7/2021,DE,"122,718","113,139","9,579",348,30,"1,891","1,731",160,0,0,9/8/2021 15:20,Agree,Agree
9/7/2021,AL,"732,151","555,805","176,346","4,791","2,176","12,488","9,847","2,641",68,23,9/8/2021 15:20,Agree,Agree
9/7/2021,CA,"4,511,892","4,318,679","193,213","3,441",303,"66,232","66,232",0,19,0,9/7/2021 0:00,Agree,Agree
9/7/2021,NV,"397,788",,,799,0,"6,604",,,6,0,9/8/2021 15:20,,
9/7/2021,MT,"130,705","115,364","15,341",306,65,"1,814","1,814",0,3,0,9/8/2021 15:20,Agree,Agree
9/7/2021,NC,"1,267,297","1,072,054","195,243","1,372",335,"14,894","13,105","1,789",10,0,9/7/2021 0:00,Agree,Agree
9/7/2021,WA,"586,751",,,"2,816",357,"6,745",,,15,0,9/8/2021 15:20,N/A,N/A
9/7/2021,MD,"505,557",,,701,0,"10,115","9,891",224,21,0,9/8/2021 15:20,N/A,Agree
9/7/2021,CT,"376,747","342,516","34,231",406,41,"8,395","6,912","1,483",1,0,9/8/2021 15:20,Agree,Agree
9/7/2021,MS,"455,282","265,508","189,774","1,934","1,358","8,787","5,955","2,832",25,46,9/8/2021 15:20,Agree,Agree
9/7/2021,WY,"78,495","64,550","13,945",326,71,879,879,0,21,0,9/8/2021 15:20,Agree,Agree
9/7/2021,SC,"773,345","625,814","147,531","3,825",376,"10,995",,,13,3,9/8/2021 15:20,Agree,Not agree
9/7/2021,RI,"164,709",,,116,0,"2,783",,,4,0,9/10/2021 14:24,Not agree,N/A
9/7/2021,VA,"793,396","600,446","192,950","4,479","1,497","11,977","10,120","1,857",30,8,9/8/2021 15:20,Agree,Agree
