submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
2/19/2021,OK,"429,053","339,545","89,508",641,178,"6,752","5,745","1,007",16,1,2/20/2021 0:00,Agree,Agree
2/19/2021,WV,"129,055","103,262","25,793",295,90,"2,248",,,12,6,2/20/2021 14:45,Agree,Not agree
2/19/2021,RMI,4,4,0,0,0,0,0,0,0,0,2/20/2021 14:45,Agree,Agree
2/19/2021,SD,"111,018",,,147,20,"1,853","1,501",352,6,0,2/20/2021 14:45,N/A,Agree
2/19/2021,TN,"766,603","643,684","122,919",969,310,"11,287","9,086","2,201",30,8,2/18/2021 0:00,Agree,Agree
2/19/2021,NY,"887,832",,,"3,838",0,"17,622",,,67,0,2/20/2021 14:45,Not agree,Not agree
2/19/2021,CO,"418,695","396,291","22,404","1,280",123,"5,878","5,148",730,14,1,2/20/2021 14:45,Agree,Agree
2/19/2021,AR,"314,713",,,268,88,"5,336",,,13,2,2/20/2021 14:45,Not agree,Not agree
2/19/2021,FL,"1,826,757",,,"7,077","2,195","31,634",,,108,8,2/19/2021 0:00,Not agree,Not agree
2/19/2021,PW,0,,,0,0,0,,,0,0,2/20/2021 14:45,,
2/19/2021,AS,4,,,0,0,0,,,0,0,2/20/2021 14:45,,
2/19/2021,HI,"26,950",,,44,0,427,,,2,0,2/20/2021 14:45,Not agree,Not agree
2/19/2021,KS,"290,832","236,146","54,686","2,115","1,290","4,614",,,93,28,2/20/2021 14:45,Agree,N/A
2/19/2021,PR,"99,524","92,031","7,493",179,23,"2,033","1,722",311,5,2,2/19/2021 0:00,Agree,Agree
2/19/2021,MA,"565,794","536,506","29,288","1,818",139,"15,838","15,520",318,50,0,2/21/2021 0:00,Agree,Agree
2/19/2021,PA,"915,292","788,762","126,530","2,712",702,"23,480",,,67,-135,2/19/2021 0:00,Agree,Not agree
2/19/2021,NM,"182,050",,,311,0,"3,966",,,13,0,2/21/2021 0:00,N/A,Not agree
2/19/2021,IA,"331,768",,,547,155,"5,336",,,15,15,2/20/2021 14:45,Not agree,Not agree
2/19/2021,OH,"949,695","817,493","132,202","2,306",870,"16,693","14,204","2,489",82,10,2/20/2021 14:45,Agree,Agree
2/19/2021,WI,"610,974","558,496","52,478",919,145,"6,852","6,267",585,36,1,2/20/2021 14:45,Agree,Agree
2/19/2021,MO,"545,979",,,789,282,"8,455",,,17,0,2/21/2021 0:00,Not agree,Not agree
2/19/2021,ND,"99,228","94,189","5,039",75,36,"1,437",,,2,0,2/20/2021 14:45,Agree,Not agree
2/19/2021,NV,"290,300",,,420,0,"4,831",,,26,0,2/20/2021 14:45,,
2/19/2021,NH,"72,767",,,369,168,"1,152",,,2,0,2/20/2021 14:45,Not agree,Not agree
2/19/2021,IN,"654,058",,,"1,047",0,"12,641","12,245",396,12,2,2/19/2021 0:00,Not agree,Agree
2/19/2021,GU,"7,715",,,0,0,130,,,0,0,2/20/2021 14:45,Not agree,Not agree
2/19/2021,WA,"332,696",,,966,140,"4,822",,,19,0,2/21/2021 0:00,N/A,N/A
2/19/2021,VT,"13,173",,,86,1,196,,,2,0,2/21/2021 0:00,Not agree,Not agree
2/19/2021,OR,"152,190","150,470","1,720",477,0,"2,149","2,134",15,0,0,2/20/2021 14:45,Agree,Agree
2/19/2021,FSM,1,1,0,0,0,0,0,0,0,0,2/20/2021 14:45,Agree,Agree
2/19/2021,VA,"561,812","444,150","117,662","1,882",489,"7,197","6,198",999,99,8,2/20/2021 14:45,Agree,Agree
2/18/2021,ND,"99,153","94,150","5,003",119,38,"1,435",,,0,0,2/19/2021 15:33,Agree,Not agree
2/18/2021,CT,"271,903","254,980","16,923",547,87,"7,496","6,145","1,351",20,4,2/19/2021 15:33,Agree,Agree
2/18/2021,IL,"1,168,683","1,168,683",0,"1,966",0,"22,297","20,129","2,168",73,1,2/19/2021 15:33,Agree,Agree
2/18/2021,NE,"198,577",,,425,0,"2,043",,,18,0,2/20/2021 0:00,Not agree,Not agree
2/18/2021,WI,"610,055","557,722","52,333",866,133,"6,816","6,232",584,18,0,2/19/2021 15:33,Agree,Agree
2/18/2021,DE,"85,787","81,382","4,405",325,31,"1,326","1,196",130,10,4,2/20/2021 0:00,Agree,Agree
2/18/2021,NC,"843,763","736,025","107,738","2,929",660,"11,934","10,572","1,362",42,7,2/18/2021 0:00,Agree,Agree
2/18/2021,MO,"545,190",,,911,323,"8,438",,,14,0,2/20/2021 0:00,Not agree,Not agree
2/18/2021,MI,"677,090","616,161","60,929","1,182",232,"16,446","15,463",983,28,1,2/19/2021 0:00,Agree,Agree
2/18/2021,ME,"43,225","34,333","8,892",135,40,655,641,14,0,0,2/19/2021 15:33,Agree,Agree
2/18/2021,GU,"7,715",,,10,1,130,,,0,0,2/19/2021 15:33,Not agree,Not agree
2/18/2021,VI,"2,558",,,0,0,25,,,0,0,2/19/2021 15:33,,
2/18/2021,DC,"39,301",,,121,0,992,,,7,0,2/19/2021 15:33,,
2/18/2021,RI,"122,717",,,384,0,"2,503",,,2,0,9/10/2021 14:24,Not agree,N/A
2/18/2021,VA,"559,930","442,757","117,173","2,034",477,"7,098","6,107",991,8,-3,2/19/2021 15:33,Agree,Agree
2/18/2021,NJ,"758,451","675,713","82,738","3,277",672,"22,721","20,432","2,289",89,0,2/19/2021 15:33,Agree,Agree
2/18/2021,AZ,"802,697","748,826","53,871","1,146",186,"15,276","13,510","1,766",213,31,2/19/2021 15:33,Agree,Agree
2/18/2021,FSM,1,1,0,0,0,0,0,0,0,0,2/19/2021 15:33,Agree,Agree
2/18/2021,WV,"128,760","103,057","25,703",355,42,"2,236",,,11,0,2/19/2021 15:33,Agree,Not agree
2/18/2021,UT,"364,399","364,399",0,"1,151",0,"1,813","1,755",58,7,0,2/19/2021 15:33,Agree,Agree
2/18/2021,NYC,"691,598","589,268","102,330","4,687",964,"28,683","23,769","4,914",87,2,2/16/2021 0:00,Agree,Agree
2/18/2021,MP,135,135,0,0,0,2,2,0,0,0,2/20/2021 0:00,Agree,Agree
2/18/2021,OK,"428,412","339,082","89,330",375,120,"6,736","5,730","1,006",31,12,2/19/2021 0:00,Agree,Agree
2/18/2021,PW,0,,,0,0,0,,,0,0,2/19/2021 15:33,,
2/18/2021,HI,"26,906",,,60,0,425,,,1,0,2/19/2021 15:33,Not agree,Not agree
2/18/2021,KS,"288,717","235,321","53,396",0,0,"4,521",,,0,0,2/19/2021 15:33,Agree,N/A
2/18/2021,RMI,4,4,0,0,0,0,0,0,0,0,2/19/2021 15:33,Agree,Agree
2/18/2021,NY,"883,994",,,"3,356",0,"17,555",,,55,0,2/19/2021 15:33,Not agree,Not agree
2/18/2021,NM,"181,739",,,407,0,"3,953",,,11,0,2/20/2021 0:00,N/A,Not agree
2/18/2021,IA,"331,221",,,714,198,"5,321",,,15,15,2/19/2021 15:33,Not agree,Not agree
2/18/2021,SD,"110,871",,,186,37,"1,847","1,495",352,3,0,2/19/2021 15:33,N/A,Agree
2/18/2021,GA,"976,732","798,785","177,947","3,485","1,247","16,403","14,358","2,045",130,26,2/19/2021 15:33,Agree,Agree
2/18/2021,TX,"2,574,194",,,"3,131",342,"44,954",,,186,0,2/20/2021 0:00,Not agree,Not agree
2/18/2021,PR,"99,345","91,875","7,470",266,68,"2,028","1,719",309,4,1,2/18/2021 0:00,Agree,Agree
2/18/2021,AK,"55,069",,,212,0,314,,,1,0,2/18/2021 0:00,N/A,N/A
2/18/2021,CO,"417,415","395,134","22,281","1,241",139,"5,864","5,135",729,26,5,2/19/2021 15:33,Agree,Agree
2/18/2021,AS,4,,,0,0,0,,,0,0,2/19/2021 15:33,,
2/18/2021,AR,"314,445",,,253,112,"5,323",,,10,2,2/19/2021 15:33,Not agree,Not agree
2/18/2021,FL,"1,819,680",,,"6,611","1,798","31,526",,,110,6,2/18/2021 0:00,Not agree,Not agree
2/18/2021,MA,"563,976","534,827","29,149","2,040",237,"15,788","15,470",318,42,1,2/20/2021 0:00,Agree,Agree
2/18/2021,TN,"765,634","643,025","122,609","1,335",490,"11,257","9,064","2,193",38,10,2/17/2021 0:00,Agree,Agree
2/18/2021,PA,"912,580","786,752","125,828","3,268","1,110","23,413",,,94,64,2/18/2021 0:00,Agree,Not agree
2/18/2021,OH,"947,389","816,057","131,332","2,282",757,"16,611","14,132","2,479",98,12,2/19/2021 15:33,Agree,Agree
2/18/2021,NH,"72,398",,,434,123,"1,150",,,2,1,2/19/2021 15:33,Not agree,Not agree
2/18/2021,CA,"3,607,630","3,473,702","133,928","6,008",360,"57,099","57,099",0,248,0,2/18/2021 0:00,Agree,Agree
2/18/2021,MS,"291,828","181,710","110,118",414,184,"6,939","4,845","2,094",11,3,2/20/2021 0:00,Agree,Agree
2/18/2021,WA,"331,730",,,"1,166",175,"4,803",,,44,0,2/20/2021 0:00,N/A,N/A
2/18/2021,AL,"506,399","392,930","113,469",899,258,"10,286","8,205","2,081",29,9,2/20/2021 0:00,Agree,Agree
2/18/2021,IN,"653,011",,,769,0,"12,629","12,235",394,16,1,2/18/2021 0:00,Not agree,Agree
2/18/2021,MD,"374,974",,,"1,008",0,"8,152","7,950",202,22,1,2/20/2021 0:00,N/A,Agree
2/18/2021,ID,"168,639","137,004","31,635",286,92,"1,826","1,607",219,9,2,2/19/2021 15:33,Agree,Agree
2/18/2021,VT,"13,087",,,119,2,194,,,2,0,2/20/2021 0:00,Not agree,Not agree
2/18/2021,MT,"98,100","98,100",0,200,0,"1,337","1,337",0,3,0,2/19/2021 15:33,Agree,Agree
2/18/2021,NV,"289,880",,,488,0,"4,805",,,31,0,2/19/2021 15:33,,
2/18/2021,KY,"402,170","309,491","92,679","1,513",502,"6,581","5,896",685,14,1,2/20/2021 0:00,Agree,Agree
2/18/2021,OR,"151,713","149,993","1,720",456,0,"2,149","2,134",15,6,0,2/19/2021 15:33,Agree,Agree
2/18/2021,MN,"476,292",,,913,152,"6,472","6,135",337,14,3,2/19/2021 15:33,N/A,Agree
2/18/2021,SC,"506,970","434,132","72,838","2,110",622,"8,487",,,29,4,2/18/2021 0:00,Agree,Not agree
2/18/2021,WY,"53,531","45,471","8,060",81,48,662,662,0,0,0,2/19/2021 15:33,Agree,Agree
2/18/2021,LA,"421,846",,,828,317,"9,406","8,753",653,15,2,2/19/2021 15:33,Not agree,Agree
2/17/2021,IN,"652,242",,,935,0,"12,613","12,220",393,29,1,2/17/2021 0:00,Not agree,Agree
2/17/2021,CA,"3,601,622","3,468,054","133,568","5,602",409,"56,851","56,851",0,241,0,2/17/2021 0:00,Agree,Agree
2/17/2021,CT,"271,356","254,520","16,836",534,208,"7,476","6,129","1,347",27,4,2/18/2021 14:43,Agree,Agree
2/17/2021,NE,"198,152",,,312,0,"2,025",,,7,0,2/19/2021 0:00,Not agree,Not agree
2/17/2021,ME,"43,090","34,238","8,852",219,99,655,641,14,1,0,2/18/2021 14:43,Agree,Agree
2/17/2021,MO,"544,279",,,757,270,"8,424",,,12,0,2/19/2021 0:00,Not agree,Not agree
2/17/2021,NC,"840,834","733,756","107,078","3,197",712,"11,892","10,537","1,355",40,3,2/17/2021 0:00,Agree,Agree
2/17/2021,NH,"71,964",,,749,525,"1,148",,,12,5,2/18/2021 14:43,Not agree,Not agree
2/17/2021,MT,"97,900","97,900",0,234,0,"1,334","1,334",0,3,0,2/18/2021 14:43,Agree,Agree
2/17/2021,WI,"609,189","556,989","52,200",771,114,"6,798","6,214",584,10,0,2/18/2021 14:43,Agree,Agree
2/17/2021,NV,"289,392",,,363,0,"4,774",,,41,0,2/18/2021 14:43,,
2/17/2021,KY,"400,657","308,480","92,177","1,360",498,"6,567","5,883",684,19,2,2/19/2021 0:00,Agree,Agree
2/17/2021,FSM,1,1,0,0,0,0,0,0,0,0,2/18/2021 14:43,Agree,Agree
2/17/2021,NJ,"755,174","673,108","82,066","4,109",482,"22,632","20,343","2,289",135,43,2/18/2021 14:43,Agree,Agree
2/17/2021,AZ,"801,551","747,866","53,685","1,318",95,"15,063","13,328","1,735",82,7,2/18/2021 14:43,Agree,Agree
2/17/2021,RI,"122,333",,,394,0,"2,501",,,9,0,9/10/2021 14:24,Not agree,N/A
2/17/2021,OR,"151,257","149,537","1,720",382,0,"2,143","2,128",15,5,0,2/18/2021 14:43,Agree,Agree
2/17/2021,KS,"288,717","235,321","53,396","1,267",549,"4,521",,,115,31,2/18/2021 14:43,Agree,N/A
2/17/2021,WV,"128,405","102,744","25,661",288,68,"2,225",,,9,0,2/18/2021 14:43,Agree,Not agree
2/17/2021,FL,"1,813,069",,,"5,022","1,424","31,416",,,110,8,2/17/2021 0:00,Not agree,Not agree
2/17/2021,AR,"314,192",,,667,257,"5,313",,,26,-9,2/18/2021 14:43,Not agree,Not agree
2/17/2021,GA,"973,247","796,547","176,700","3,545","1,347","16,273","14,254","2,019",99,21,2/18/2021 14:43,Agree,Agree
2/17/2021,PW,0,,,0,0,0,,,0,0,2/18/2021 14:43,,
2/17/2021,MA,"561,936","533,024","28,912","1,360",38,"15,746","15,429",317,35,3,2/19/2021 0:00,Agree,Agree
2/17/2021,UT,"363,248","363,248",0,901,0,"1,806","1,748",58,9,-1,2/18/2021 14:43,Agree,Agree
2/17/2021,PA,"909,312","784,594","124,718","3,429",847,"23,319",,,193,-16,2/17/2021 0:00,Agree,Not agree
2/17/2021,RMI,4,4,0,0,0,0,0,0,0,0,2/18/2021 14:43,Agree,Agree
2/17/2021,NM,"181,332",,,272,0,"3,942",,,11,1,2/19/2021 0:00,N/A,Not agree
2/17/2021,NY,"880,638",,,"3,014",0,"17,500",,,60,0,2/18/2021 14:43,Not agree,Not agree
2/17/2021,MP,135,135,0,1,0,2,2,0,0,0,2/19/2021 0:00,Agree,Agree
2/17/2021,TX,"2,571,063",,,"3,766","1,057","44,768",,,184,0,2/19/2021 0:00,Not agree,Not agree
2/17/2021,PR,"99,079","91,677","7,402",315,36,"2,024","1,716",308,4,0,2/17/2021 0:00,Agree,Agree
2/17/2021,OK,"428,037","338,827","89,210",616,193,"6,705","5,711",994,17,4,2/18/2021 0:00,Agree,Agree
2/17/2021,AK,"54,857",,,39,0,313,,,1,0,2/17/2021 0:00,N/A,N/A
2/17/2021,CO,"416,174","394,032","22,142","1,137",193,"5,838","5,114",724,10,4,2/18/2021 14:43,Agree,Agree
2/17/2021,NYC,"686,911","585,545","101,366","3,557",705,"28,596","23,684","4,912",87,5,2/15/2021 0:00,Agree,Agree
2/17/2021,AS,4,,,0,0,0,,,0,0,2/18/2021 14:43,,
2/17/2021,HI,"26,846",,,27,0,424,,,1,0,2/18/2021 14:43,Not agree,Not agree
2/17/2021,IA,"330,507",,,598,132,"5,306",,,43,43,2/18/2021 14:43,Not agree,Not agree
2/17/2021,TN,"764,299","642,180","122,119","1,024",341,"11,219","9,036","2,183",31,9,2/16/2021 0:00,Agree,Agree
2/17/2021,OH,"945,107","814,532","130,575","1,816",749,"16,513","14,046","2,467",60,14,2/18/2021 14:43,Agree,Agree
2/17/2021,SD,"110,685",,,92,0,"1,844","1,492",352,0,0,2/18/2021 14:43,N/A,Agree
2/17/2021,MS,"291,414","181,480","109,934",491,262,"6,928","4,837","2,091",12,1,2/19/2021 0:00,Agree,Agree
2/17/2021,WA,"330,564",,,965,228,"4,759",,,50,0,2/19/2021 0:00,N/A,N/A
2/17/2021,AL,"505,500","392,289","113,211","1,113",319,"10,257","8,185","2,072",32,5,2/19/2021 0:00,Agree,Agree
2/17/2021,VT,"12,968",,,75,1,192,,,0,0,2/19/2021 0:00,Not agree,Not agree
2/17/2021,ID,"168,353","136,810","31,543",408,111,"1,817","1,600",217,11,0,2/18/2021 14:43,Agree,Agree
2/17/2021,ND,"99,034","94,069","4,965",133,29,"1,435",,,4,0,2/18/2021 14:43,Agree,Not agree
2/17/2021,DE,"85,462","81,088","4,374",294,27,"1,316","1,190",126,25,3,2/19/2021 0:00,Agree,Agree
2/17/2021,MD,"373,966",,,986,0,"8,130","7,929",201,27,0,2/19/2021 0:00,N/A,Agree
2/17/2021,IL,"1,166,717","1,166,717",0,"1,795",0,"22,224","20,057","2,167",25,2,2/18/2021 14:43,Agree,Agree
2/17/2021,VI,"2,558",,,16,0,25,,,0,0,2/18/2021 14:43,,
2/17/2021,MI,"675,908","615,211","60,697","1,440",245,"16,418","15,436",982,35,4,2/18/2021 0:00,Agree,Agree
2/17/2021,GU,"7,705",,,2,0,130,,,0,0,2/18/2021 14:43,Not agree,Not agree
2/17/2021,VA,"557,896","441,200","116,696","2,304",778,"7,090","6,096",994,15,-1,2/18/2021 14:43,Agree,Agree
2/17/2021,WY,"53,450","45,438","8,012",99,48,662,662,0,0,0,2/18/2021 14:43,Agree,Agree
2/17/2021,LA,"421,018",,,624,69,"9,391","8,740",651,66,17,2/18/2021 14:43,Not agree,Agree
2/17/2021,SC,"504,860","432,644","72,216","1,127",439,"8,458",,,38,8,2/17/2021 0:00,Agree,Not agree
2/17/2021,MN,"475,379",,,758,111,"6,458","6,124",334,10,1,2/18/2021 14:43,N/A,Agree
2/17/2021,DC,"39,180",,,49,0,985,,,3,0,2/18/2021 14:43,,
2/16/2021,ME,"42,871","34,118","8,753",103,38,654,640,14,3,1,2/17/2021 14:51,Agree,Agree
2/16/2021,CA,"3,596,020","3,462,861","133,159","3,726",260,"56,610","56,610",0,244,0,2/16/2021 0:00,Agree,Agree
2/16/2021,MD,"372,980",,,759,0,"8,103","7,902",201,27,0,2/18/2021 0:00,N/A,Agree
2/16/2021,MI,"674,468","614,016","60,452","1,158",213,"16,383","15,405",978,24,0,2/17/2021 0:00,Agree,Agree
2/16/2021,AL,"504,387","391,495","112,892",703,189,"10,225","8,158","2,067",30,9,2/18/2021 0:00,Agree,Agree
2/16/2021,NH,"71,215",,,198,103,"1,136",,,1,0,2/17/2021 14:51,Not agree,Not agree
2/16/2021,VT,"12,893",,,60,1,192,,,0,0,2/18/2021 0:00,Not agree,Not agree
2/16/2021,VI,"2,542",,,0,0,25,,,0,0,2/17/2021 14:51,,
2/16/2021,WA,"329,599",,,576,56,"4,709",,,34,0,2/18/2021 0:00,N/A,N/A
2/16/2021,MT,"97,666","97,666",0,127,0,"1,331","1,331",0,3,0,2/17/2021 14:51,Agree,Agree
2/16/2021,IN,"651,307",,,890,0,"12,584","12,192",392,25,0,2/16/2021 0:00,Not agree,Agree
2/16/2021,MN,"474,621",,,452,83,"6,448","6,115",333,2,0,2/17/2021 14:51,N/A,Agree
2/16/2021,FSM,1,1,0,0,0,0,0,0,0,0,2/17/2021 14:51,Agree,Agree
2/16/2021,OR,"150,875","149,155","1,720",411,0,"2,138","2,123",15,1,0,2/17/2021 14:51,Agree,Agree
2/16/2021,KY,"399,297","307,618","91,679",753,295,"6,548","5,866",682,20,2,2/18/2021 0:00,Agree,Agree
2/16/2021,LA,"420,394",,,0,0,"9,325","8,691",634,0,0,2/17/2021 14:51,Not agree,Agree
2/16/2021,SC,"503,733","431,956","71,777","1,131",243,"8,420",,,26,6,2/16/2021 0:00,Agree,Not agree
2/16/2021,AK,"54,818",,,60,0,312,,,0,0,2/16/2021 0:00,N/A,N/A
2/16/2021,GA,"969,702","794,349","175,353","2,895","1,055","16,174","14,176","1,998",246,67,2/17/2021 14:51,Agree,Agree
2/16/2021,AR,"313,525",,,177,83,"5,287",,,12,1,2/17/2021 14:51,Not agree,Not agree
2/16/2021,NYC,"683,354","582,693","100,661","2,697",802,"28,509","23,602","4,907",81,1,2/14/2021 0:00,Agree,Agree
2/16/2021,PR,"98,764","91,398","7,366",154,35,"2,020","1,712",308,2,0,2/16/2021 0:00,Agree,Agree
2/16/2021,TX,"2,567,297",,,"3,348",-261,"44,584",,,157,0,2/18/2021 0:00,Not agree,Not agree
2/16/2021,PW,0,,,0,0,0,,,0,0,2/17/2021 14:51,,
2/16/2021,MA,"560,576","531,702","28,874","1,226",259,"15,711","15,397",314,57,2,2/18/2021 0:00,Agree,Agree
2/16/2021,HI,"26,819",,,16,0,423,,,0,0,2/17/2021 14:51,Not agree,Not agree
2/16/2021,AS,4,,,0,0,0,,,0,0,2/17/2021 14:51,,
2/16/2021,OK,"427,421","338,404","89,017",421,134,"6,688","5,698",990,23,6,2/17/2021 0:00,Agree,Agree
2/16/2021,TN,"763,275","641,497","121,778",961,301,"11,188","9,014","2,174",26,1,2/15/2021 0:00,Agree,Agree
2/16/2021,PA,"905,883","782,012","123,871","2,391",505,"23,126",,,7,-7,2/16/2021 0:00,Agree,Not agree
2/16/2021,OH,"943,291","813,465","129,826","2,026",861,"16,453","14,000","2,453",59,4,2/17/2021 14:51,Agree,Agree
2/16/2021,MP,134,134,0,0,0,2,2,0,0,0,2/18/2021 0:00,Agree,Agree
2/16/2021,UT,"362,347","362,347",0,591,0,"1,797","1,738",59,1,0,2/17/2021 14:51,Agree,Agree
2/16/2021,CO,"415,037","393,088","21,949",668,171,"5,828","5,108",720,2,0,2/17/2021 14:51,Agree,Agree
2/16/2021,KS,"287,450","234,603","52,847",0,0,"4,406",,,0,0,2/17/2021 14:51,Agree,N/A
2/16/2021,FL,"1,808,047",,,"7,183","2,768","31,306",,,128,4,2/16/2021 0:00,Not agree,Not agree
2/16/2021,WV,"128,117","102,524","25,593",228,103,"2,216",,,4,1,2/17/2021 14:51,Agree,Not agree
2/16/2021,RMI,4,4,0,0,0,0,0,0,0,0,2/17/2021 14:51,Agree,Agree
2/16/2021,IA,"329,909",,,456,164,"5,263",,,26,26,2/17/2021 14:51,Not agree,Not agree
2/16/2021,NY,"877,624",,,"3,053",0,"17,440",,,44,0,2/17/2021 14:51,Not agree,Not agree
2/16/2021,SD,"110,593",,,217,63,"1,844","1,492",352,0,0,2/17/2021 14:51,N/A,Agree
2/16/2021,NM,"181,060",,,299,0,"3,931",,,9,1,2/18/2021 0:00,N/A,Not agree
2/16/2021,GU,"7,703",,,2,0,130,,,0,0,2/17/2021 14:51,Not agree,Not agree
2/16/2021,NC,"837,637","731,271","106,366","3,718",828,"11,852","10,500","1,352",45,3,2/16/2021 0:00,Agree,Agree
2/16/2021,DE,"85,168","80,821","4,347",224,19,"1,291","1,168",123,8,0,2/18/2021 0:00,Agree,Agree
2/16/2021,CT,"270,822","254,194","16,628",580,42,"7,449","6,106","1,343",2,1,2/17/2021 14:51,Agree,Agree
2/16/2021,MS,"290,923","181,251","109,672",367,203,"6,916","4,826","2,090",7,4,2/18/2021 0:00,Agree,Agree
2/16/2021,IL,"1,164,922","1,164,922",0,"1,348",0,"22,199","20,034","2,165",33,1,2/17/2021 14:51,Agree,Agree
2/16/2021,MO,"543,522",,,785,254,"8,412",,,14,0,2/18/2021 0:00,Not agree,Not agree
2/16/2021,WI,"608,418","556,332","52,086",779,155,"6,788","6,204",584,39,1,2/17/2021 14:51,Agree,Agree
2/16/2021,ID,"167,945","136,513","31,432",462,98,"1,806","1,589",217,3,1,2/17/2021 14:51,Agree,Agree
2/16/2021,NE,"197,840",,,387,0,"2,018",,,14,0,2/18/2021 0:00,Not agree,Not agree
2/16/2021,ND,"98,901","93,965","4,936",120,80,"1,431",,,0,0,2/17/2021 14:51,Agree,Not agree
2/16/2021,NV,"289,029",,,290,0,"4,733",,,13,0,2/17/2021 14:51,,
2/16/2021,RI,"121,939",,,309,0,"2,492",,,3,0,9/10/2021 14:24,Not agree,N/A
2/16/2021,NJ,"751,065","669,481","81,584","3,633",551,"22,497","20,251","2,246",31,0,2/17/2021 14:51,Agree,Agree
2/16/2021,VA,"555,592","439,674","115,918","2,284",886,"7,075","6,080",995,38,5,2/17/2021 14:51,Agree,Agree
2/16/2021,AZ,"800,233","746,643","53,590","1,135",31,"14,981","13,253","1,728",3,0,2/17/2021 14:51,Agree,Agree
2/16/2021,DC,"39,131",,,130,0,982,,,2,0,2/17/2021 14:51,,
2/16/2021,WY,"53,351","45,387","7,964",215,53,662,662,0,15,0,2/17/2021 14:51,Agree,Agree
2/15/2021,GU,"7,701",,,2,0,130,,,0,0,2/16/2021 14:53,Not agree,Not agree
2/15/2021,IN,"650,417",,,789,0,"12,559","12,167",392,33,2,2/15/2021 0:00,Not agree,Agree
2/15/2021,IL,"1,163,574","1,163,574",0,"1,420",0,"22,166","20,002","2,164",45,4,2/16/2021 14:53,Agree,Agree
2/15/2021,ID,"167,483","136,149","31,334",0,0,"1,803","1,587",216,0,0,2/16/2021 14:53,Agree,Agree
2/15/2021,ND,"98,781","93,925","4,856",138,45,"1,431",,,0,0,2/16/2021 14:53,Agree,Not agree
2/15/2021,NV,"288,739",,,391,0,"4,720",,,11,0,2/16/2021 14:53,,
2/15/2021,NE,"197,453",,,147,0,"2,004",,,1,0,2/17/2021 0:00,Not agree,Not agree
2/15/2021,NC,"833,919","728,381","105,538","1,494",374,"11,807","10,458","1,349",40,5,2/15/2021 0:00,Agree,Agree
2/15/2021,VT,"12,833",,,127,3,192,,,1,0,2/17/2021 0:00,Not agree,Not agree
2/15/2021,NH,"71,017",,,232,54,"1,135",,,2,1,2/16/2021 14:53,Not agree,Not agree
2/15/2021,MT,"97,539","97,539",0,138,0,"1,328","1,328",0,1,0,2/16/2021 14:53,Agree,Agree
2/15/2021,MD,"372,221",,,516,0,"8,076","7,875",201,22,0,2/17/2021 0:00,N/A,Agree
2/15/2021,RI,"121,630",,,211,0,"2,489",,,4,0,9/10/2021 14:24,Not agree,N/A
2/15/2021,SC,"502,602","431,068","71,534","1,470",311,"8,394",,,36,3,2/15/2021 0:00,Agree,Not agree
2/15/2021,AZ,"799,098","745,539","53,559","1,341",65,"14,978","13,250","1,728",0,0,2/16/2021 14:53,Agree,Agree
2/15/2021,DC,"39,001",,,83,0,980,,,1,0,2/16/2021 14:53,,
2/15/2021,VA,"553,308","438,276","115,032","1,770",756,"7,037","6,047",990,21,2,2/16/2021 14:53,Agree,Agree
2/15/2021,WY,"53,136","45,225","7,911",0,0,647,647,0,0,0,2/16/2021 14:53,Agree,Agree
2/15/2021,PW,0,,,0,0,0,,,0,0,2/16/2021 14:53,,
2/15/2021,FL,"1,800,864",,,"6,666","2,397","31,178",,,113,11,2/15/2021 0:00,Not agree,Not agree
2/15/2021,CO,"414,369","392,591","21,778",533,34,"5,826","5,106",720,2,0,2/16/2021 14:53,Agree,Agree
2/15/2021,KS,"287,450","234,603","52,847","1,348",431,"4,406",,,42,6,2/16/2021 14:53,Agree,N/A
2/15/2021,MP,134,134,0,0,0,2,2,0,0,0,2/17/2021 0:00,Agree,Agree
2/15/2021,NYC,"680,657","580,798","99,859","3,028",824,"28,428","23,522","4,906",86,5,2/13/2021 0:00,Agree,Agree
2/15/2021,WV,"127,889","102,399","25,490",301,94,"2,212",,,2,0,2/16/2021 14:53,Agree,Not agree
2/15/2021,OK,"427,000","338,117","88,883",351,110,"6,665","5,681",984,20,4,2/16/2021 0:00,Agree,Agree
2/15/2021,PA,"903,492","780,126","123,366","1,852",286,"23,119",,,23,16,2/15/2021 0:00,Agree,Not agree
2/15/2021,OH,"941,265","812,300","128,965","1,915",537,"16,394","13,945","2,449",48,7,2/16/2021 14:53,Agree,Agree
2/15/2021,TN,"762,314","640,837","121,477",775,306,"11,162","8,989","2,173",31,5,2/14/2021 0:00,Agree,Agree
2/15/2021,RMI,4,4,0,0,0,0,0,0,0,0,2/16/2021 14:53,Agree,Agree
2/15/2021,TX,"2,563,949",,,"3,889",445,"44,427",,,160,0,2/17/2021 0:00,Not agree,Not agree
2/15/2021,UT,"361,756","361,756",0,462,0,"1,796","1,737",59,2,0,2/16/2021 14:53,Agree,Agree
2/15/2021,GA,"966,807","792,509","174,298","2,070",340,"15,928","13,997","1,931",57,24,2/16/2021 14:53,Agree,Agree
2/15/2021,MA,"559,350","530,735","28,615","1,573",93,"15,654","15,342",312,43,0,2/17/2021 0:00,Agree,Agree
